Concept,Present in HEURISTIC,Present in TEXT_RETRIEVAL,Files only in HEURISTIC,Files only in TEXT_RETRIEVAL
access,True,True,None,services/web/app/src/models/DeletedProject.js;services/web/app/src/infrastructure/RateLimiter.js;services/web/app/src/Features/Project/ProjectDeleter.js;services/web/migrations/20190912145024_create_projects_indexes.mjs;server-ce/test/host-admin.js;services/web/app/src/Features/Editor/EditorController.js;services/web/app/src/models/User.js;services/web/test/unit/src/Collaborators/CollaboratorsInviteHandlerTests.mjs;services/web/test/unit/src/Authentication/AuthenticationControllerTests.js;services/web/test/acceptance/src/HttpPermissionsPolicyTests.mjs;services/real-time/app/js/Router.js;services/web/app/src/models/Project.js;services/web/app/src/Features/User/UserRegistrationHandler.js;libraries/access-token-encryptor/scripts/helpers/format-usage-stats.js;services/web/test/acceptance/src/RegistrationTests.mjs;services/web/app/src/Features/ThirdPartyDataStore/TpdsUpdateHandler.mjs;services/web/app/src/Features/LinkedFiles/LinkedFilesController.mjs;services/web/app/src/Features/TokenAccess/TokenAccessRouter.mjs;services/real-time/test/unit/js/WebApiManagerTests.js;services/web/app/src/Features/UserMembership/UserMembershipMiddleware.js;services/clsi/test/unit/js/CompileControllerTests.js;services/web/frontend/fonts/material-symbols/build-unfilled.mjs;services/web/app/src/infrastructure/ExpressLocals.js;services/real-time/test/unit/js/AuthorizationManagerTests.js;services/real-time/test/unit/js/WebsocketControllerTests.js;libraries/object-persistor/src/S3Persistor.js;services/real-time/app/js/WebsocketLoadBalancer.js;services/real-time/test/unit/js/WebsocketLoadBalancerTests.js;services/web/migrations/20250115110745_oauth_user_id_index_no_partial.mjs;services/real-time/test/acceptance/js/JoinProjectTests.js;services/web/app/src/Features/Project/ProjectDetailsHandler.js;services/filestore/test/acceptance/js/FilestoreTests.js;services/web/app/src/infrastructure/SessionAutostartMiddleware.js;services/web/test/acceptance/config/settings.test.saas.js;services/history-v1/test/acceptance/js/api/backupDeletion.test.mjs;services/web/modules/launchpad/app/src/LaunchpadController.mjs;services/web/test/unit/src/Editor/EditorControllerTests.js;services/web/app/src/Features/Email/EmailBuilder.js;libraries/overleaf-editor-core/lib/operation/text_operation.js;services/web/scripts/convert_archived_state.mjs;services/web/migrations/20230502180757_server_pro_oauth_indexes.mjs;services/clsi/app/js/ProjectPersistenceManager.js;services/web/app/src/infrastructure/Server.mjs;services/web/test/unit/src/TokenAccess/TokenAccessControllerTests.mjs;services/web/app/src/Features/Helpers/AdminAuthorizationHelper.js;services/web/migrations/20240115172206_oauth_issuer_index.mjs;services/web/scripts/translations/cleanupUnusedLocales.js;services/real-time/test/acceptance/js/ReceiveEditorEventTests.js;services/real-time/test/acceptance/js/MatrixTests.js;services/web/scripts/back_fill_staff_access.mjs;server-ce/config/settings.js;services/web/test/unit/src/Authorization/AuthorizationManagerTests.js;services/web/frontend/js/shared/context/mock/mock-ide.js;services/web/migrations/20230426095212_personal_oauth_tokens_user_index.mjs;services/document-updater/app/js/sharejs/types/model.js;services/history-v1/storage/lib/zip_store.js;services/web/migrations/20210924140139_splittests-name-index.mjs;services/web/test/acceptance/src/TokenAccessTests.mjs;services/project-history/scripts/clear_project_version_out_of_order.js;services/web/test/acceptance/src/RemoveDeletedUsersFromTokenAccessRefsTests.mjs;libraries/access-token-encryptor/scripts/helpers/re-encrypt-tokens.js;services/web/test/frontend/bootstrap.js;services/web/app/src/Features/Collaborators/CollaboratorsController.mjs;services/web/app/src/Features/Collaborators/CollaboratorsHandler.js;libraries/object-persistor/test/unit/S3PersistorTests.js;services/web/migrations/20190912145032_create_users_indexes.mjs;services/web/app/src/Features/Email/EmailSender.js;services/web/scripts/count_encrypted_access_tokens.mjs;services/web/app/src/Features/TokenAccess/TokenAccessController.mjs;services/web/test/unit/src/Project/ProjectHelperTests.js;services/project-history/scripts/clear_filestore_404.js;services/web/app/src/Features/Editor/EditorRouter.mjs;services/web/test/acceptance/src/helpers/User.mjs;services/real-time/app/js/AuthorizationManager.js;services/web/webpack-plugins/lezer-grammar-compiler.js;services/web/frontend/js/features/share-project-modal/utils/api.js;services/web/migrations/20190912145015_create_oauthAccessTokens_indexes.mjs;libraries/access-token-encryptor/index.js;services/real-time/test/acceptance/js/ClientTrackingTests.js;services/web/app/src/Features/UserMembership/UserMembershipsHandler.js;services/web/test/unit/src/Project/ProjectDeleterTests.js;libraries/access-token-encryptor/test/unit/js/AccessTokenEncryptorTests.js;services/web/app/src/Features/Subscription/SubscriptionEmailBuilder.js;services/web/test/acceptance/src/SessionTests.mjs;services/clsi/test/unit/js/OutputFileArchiveManagerTests.js;services/web/test/acceptance/src/ProjectInviteTests.mjs;services/clsi/app/js/CompileController.js;services/web/app/src/Features/Project/ProjectListController.mjs;services/real-time/test/acceptance/js/helpers/MockWebServer.js;services/web/test/acceptance/src/LinkedFilesTests.mjs;services/web/app/src/Features/UserMembership/UserMembershipRouter.mjs;services/web/migrations/20230405190240_oauth_refresh_tokens_index.mjs;services/real-time/app/js/WebApiManager.js;services/web/test/unit/src/Authorization/AuthorizationMiddlewareTests.js;services/history-v1/storage/lib/backupPersistor.mjs;services/web/app/src/Features/SplitTests/SplitTestMiddleware.js;services/web/test/unit/src/Project/ProjectDetailsHandlerTests.js;services/web/app/src/router.mjs;services/web/app/src/Features/Collaborators/CollaboratorsGetter.js;services/web/test/unit/src/Project/ProjectControllerTests.js;services/web/app/src/Features/LinkedFiles/LinkedFilesErrors.js;services/web/app/src/Features/Authorization/PublicAccessLevels.js;services/web/app/src/Features/Authentication/AuthenticationController.js;services/web/scripts/create_oauth_personal_access_token.mjs;services/clsi/app/js/CompileManager.js;services/web/scripts/oauth/backfill_hashed_secrets.mjs;services/web/app/src/Features/Authorization/AuthorizationManager.js;services/web/test/unit/src/HelperFiles/AuthorizationHelperTests.js;services/web/app/src/Features/LinkedFiles/ProjectFileAgent.js;services/web/test/acceptance/src/AuthorizationTests.mjs;services/web/test/unit/src/Email/EmailSenderTests.js;services/web/app/src/Features/Editor/EditorHttpController.js;services/web/app/src/Features/LinkedFiles/ProjectOutputFileAgent.mjs;services/web/frontend/js/features/pdf-preview/util/output-files.js;services/web/test/unit/src/Collaborators/CollaboratorsGetterTests.js;services/web/test/unit/src/Project/ProjectEditorHandlerTests.js;services/real-time/app/js/WebsocketController.js;services/web/test/acceptance/src/UserMembershipAuthorizationTests.mjs;services/web/app/src/models/OauthAccessToken.js;services/web/.eslintrc.js;services/document-updater/app/js/ShareJsDB.js;services/web/config/settings.defaults.js;services/web/scripts/invalidate_tokens.mjs;services/web/app/src/infrastructure/CustomSessionStore.js;libraries/object-persistor/src/PerProjectEncryptedS3Persistor.js;services/web/app/src/Features/TokenAccess/TokenAccessHandler.js;services/web/frontend/js/features/source-editor/hunspell/wasm/hunspell.mjs;services/web/test/unit/src/Collaborators/CollaboratorsControllerTests.mjs;services/web/webpack.config.js;services/web/app/src/Features/User/UserPagesController.mjs;services/web/scripts/mark_migration.mjs;services/web/app/src/Features/TokenGenerator/TokenGenerator.js;services/web/app/src/Features/User/UserDeleter.js;services/web/scripts/remove_deleted_users_from_token_access_refs.mjs;services/web/app/src/Features/Errors/Errors.js;services/web/app/src/Features/ThirdPartyDataStore/TpdsUpdateSender.js;services/web/test/acceptance/src/mocks/MockGoogleOauthApi.mjs;services/web/test/unit/src/User/UserPagesControllerTests.mjs;services/web/test/unit/src/User/UserDeleterTests.js;services/web/app/src/Features/Authorization/PermissionsController.js;services/web/app/src/Features/Helpers/AuthorizationHelper.js;services/web/migrations/20240220130452_remove_deleted_users_from_token_access_refs.mjs;services/document-updater/app/js/PersistenceManager.js;services/web/app/src/Features/Project/ProjectHelper.js;services/web/app/src/Features/UserMembership/UserMembershipEntityConfigs.js;services/web/app/src/Features/Project/ProjectController.js;services/web/migrations/20231101191643_drop_unused_indexes.mjs;services/real-time/test/acceptance/libs/XMLHttpRequest.js;services/clsi/app.js;services/web/test/unit/src/Collaborators/CollaboratorsHandlerTests.js;services/web/frontend/js/vendor/libs/sharejs.js;services/web/test/acceptance/src/AdminPrivilegeAvailableTests.mjs;services/clsi/app/js/StaticServerForbidSymlinks.js;libraries/object-persistor/test/unit/FSPersistorTests.js;services/real-time/app/js/RoomManager.js;services/document-updater/app/js/sharejs/server/model.js;libraries/object-persistor/src/PersistorHelper.js;services/web/test/unit/src/ThirdPartyDataStore/TpdsUpdateSenderTests.js;services/web/app/src/Features/Authorization/AuthorizationMiddleware.js;services/real-time/test/acceptance/js/helpers/RealTimeClient.js;libraries/access-token-encryptor/lib/js/AccessTokenEncryptor.js;services/web/test/unit/src/Editor/EditorHttpControllerTests.js;services/web/app/src/Features/UserMembership/UserMembershipAuthorization.js;libraries/metrics/prom_wrapper.js;services/real-time/test/acceptance/js/helpers/FixturesManager.js;services/web/test/acceptance/src/ConvertArchivedState.mjs;services/web/test/unit/src/infrastructure/TranslationsTests.js;libraries/fetch-utils/test/unit/FetchUtilsTests.js;services/web/app/src/Features/Project/ProjectGetter.js;services/web/migrations/20230406125632_oauth_tokens_ttl.mjs
active,True,True,services/web/test/frontend/features/group-management/components/members-table/dropdown-button.spec.tsx;services/web/test/frontend/features/group-management/components/members-table/members-list.spec.tsx;services/web/test/frontend/features/subscription/components/group-invite/accepted-invite.test.tsx;services/web/test/frontend/features/group-management/components/members-table/member-row.spec.tsx;services/web/test/frontend/features/group-management/components/managed-group-members.spec.tsx;services/web/test/frontend/features/group-management/components/group-members.spec.tsx,services/web/app/src/Features/SplitTests/SlackNotificationManager.js;services/web/app/src/Features/Project/ProjectDeleter.js;services/web/app/src/Features/Collaborators/CollaboratorsInviteHandler.mjs;services/web/test/unit/src/UserMembership/UserMembershipControllerTests.mjs;services/web/migrations/20190912145024_create_projects_indexes.mjs;services/web/test/unit/src/SplitTests/SplitTestHandlerTests.js;services/web/scripts/ukamf/check-certs.js;services/web/app/src/Features/Project/ProjectListController.mjs;services/web/test/acceptance/src/DeletionTests.mjs;services/web/migrations/20221122191857_project_history_chunks_indexes.mjs;services/web/test/unit/src/UserMembership/UserMembershipViewModelTests.js;services/web/app/src/models/User.js;services/web/test/unit/src/Subscription/SubscriptionGroupHandlerTests.js;services/document-updater/test/unit/js/RateLimitManager/RateLimitManager.js;services/web/migrations/20231031164732_drop_redundant_indexes.mjs;services/clsi/app/js/LockManager.js;services/web/app/src/router.mjs;services/web/test/unit/src/Project/ProjectControllerTests.js;services/web/app/src/models/Project.js;services/web/app/src/Features/ThirdPartyDataStore/TpdsUpdateHandler.mjs;services/clsi/app/js/ContentCacheManager.js;services/web/app/src/Features/User/UserHandler.js;services/web/migrations/20231101153447_partial_last_opened_index.mjs;services/web/test/unit/src/Subscription/SubscriptionViewModelBuilderTests.js;services/web/test/unit/src/BrandVariations/BrandVariationsHandlerTests.js;services/web/app/src/Features/Email/Layouts/BaseWithHeaderEmailLayout.js;services/web/test/acceptance/config/settings.test.server-ce.js;services/web/test/acceptance/src/helpers/RecurlySubscription.mjs;services/web/test/unit/src/ThirdPartyDataStore/TpdsUpdateHandlerTests.mjs;services/web/scripts/back_fill_warning_user_personal_and_group_subscription.mjs;services/docstore/test/acceptance/js/GettingDocsFromArchiveTest.js;services/web/scripts/recurly/recurly_prices.mjs;services/docstore/app/js/HttpController.js;services/web/app/src/Features/Collaborators/CollaboratorsInviteController.mjs;services/web/migrations/20240923131936_create_user_last_active_index.js;services/web/test/unit/src/Subscription/SubscriptionHandlerTests.js;services/web/app/src/Features/Project/ProjectUpdateHandler.js;services/web/app/src/Features/Subscription/TeamInvitesController.mjs;services/real-time/app/js/WebsocketLoadBalancer.js;services/web/test/acceptance/src/ActiveUsersMetricTests.mjs;services/web/app/src/Features/User/UserController.js;services/web/test/unit/src/Subscription/SubscriptionControllerTests.js;services/real-time/app/js/DocumentUpdaterController.js;libraries/metrics/leaked_sockets.js;services/web/app/src/Features/Subscription/RecurlyClient.js;services/web/app/src/Features/HealthCheck/HealthCheckController.mjs;services/web/frontend/js/shared/hooks/use-bookmarkable-tabset.js;services/web/config/settings.defaults.js;services/history-v1/storage/lib/chunk_store/mongo.js;services/real-time/test/unit/js/RoomManagerTests.js;services/web/frontend/js/features/source-editor/hunspell/wasm/hunspell.mjs;services/web/app/src/Features/Authentication/AuthenticationManager.js;services/document-updater/app/js/RateLimitManager.js;services/web/app/src/models/GroupPolicy.js;services/web/app/src/Features/UserMembership/UserMembershipViewModel.js;services/web/frontend/js/features/source-editor/themes/scripts/convert.js;services/web/app/src/infrastructure/SiteAdminHandler.js;services/web/test/unit/src/TokenAccess/TokenAccessControllerTests.mjs;services/web/migrations/20220222095146_split_tests_analytics_enabled.mjs;services/web/migrations/20201106094956_active-projects-index-with-id.mjs;services/web/test/unit/src/Subscription/TeamInvitesControllerTests.mjs;services/document-updater/app/js/sharejs/types/model.js;services/web/test/unit/src/InactiveData/InactiveProjectManagerTests.js;services/web/test/unit/src/Subscription/RecurlyWrapperTests.js;services/web/app/src/Features/Newsletter/MailChimpProvider.js;services/web/test/unit/src/User/UserHandlerTests.js;services/web/app/src/Features/Collaborators/CollaboratorsController.mjs;services/web/app/src/Features/SplitTests/SplitTestSessionHandler.js;services/web/app/src/Features/Project/ProjectController.js;services/web/test/unit/src/User/UserControllerTests.js;services/web/app/src/Features/InactiveData/InactiveProjectManager.js;services/filestore/app/js/FileHandler.js;services/web/app/src/Features/SplitTests/SplitTestHandler.js;services/web/app/src/Features/SplitTests/SplitTestManager.js;services/web/test/unit/src/Project/ProjectUpdateHandlerTests.js;services/web/test/unit/src/User/UserCreatorTests.js;services/real-time/app/js/RoomManager.js;services/document-updater/app/js/sharejs/server/model.js;services/web/app/src/Features/Subscription/RecurlyWrapper.js;services/web/app/src/Features/Subscription/SubscriptionHandler.js;services/web/test/unit/src/Subscription/SubscriptionGroupControllerTests.mjs;services/web/migrations/lib/helpers.mjs;services/web/app/src/Features/UserMembership/UserMembershipController.mjs;services/web/app/src/models/SplitTest.js;services/web/app/src/Features/Subscription/FeaturesUpdater.js;services/web/app/src/Features/Subscription/SubscriptionViewModelBuilder.js;services/web/scripts/analytics/sync_group_subscription_memberships.mjs;services/history-v1/test/setup.js;services/clsi/app/js/DockerRunner.js;services/web/app/src/Features/Subscription/SubscriptionGroupController.mjs;services/web/test/unit/src/Subscription/RecurlyEventHandlerTests.js;services/web/app/src/Features/Subscription/SubscriptionGroupHandler.js;services/web/test/unit/src/Project/ProjectDeleterTests.js;services/web/scripts/recurly/change_prices_at_renewal.mjs
